"","source","lon","lat","z","Tg","PPFD","vpd","alpha","nhx","noy","ndep","nre","pft"
"166","Dong",-79.48,34.9,90,20.6179990087874,432.348446628429,1.14118049648962,0.985421568835038,0.211659171079334,1.02202075406125,1.23367992514058,0.6534,"forest"
"167","Dong",-79.08,35.97,163,19.1817002765255,421.098864687587,1.06615482322938,0.984613618822678,0.213483484167802,1.05171879969145,1.26520228385925,0.5319,"forest"
"168","Dong",114,40,875,14.359866493357,449.34345704199,1.09139815162773,0.905786756610531,0.775435293975629,0.724009830700724,1.49944512467635,0.4247,"forest"
"169","Dong",115.28,40.01,1660,11.8064321369385,474.384729460241,1.02926920754184,0.894356172837019,0.747361663140749,0.441907926609642,1.18926958975039,0.61,"forest"
"170","Dong",13.92,40.95,0,19.4171820633621,421.86967594855,1.00951403151025,0.892835129561134,0.189383440896084,0.359364856230585,0.54874829712667,0.55245,"forest"
"171","Dong",128.1,42.4,749,12.9871344133224,423.855154985605,0.736417346643559,0.994437047523921,0.560093697748686,0.403701628509321,0.963795326258007,0.521814285714286,"forest"
"172","Dong",-72.2,42.5,286,12.4287889566286,362.79786175786,0.738776498849418,0.992381691982653,0.186664338958891,1.07590132638028,1.26256566533917,0.505066666666667,"forest"
"173","Dong",-1.1,42.7,814,14.5502938512203,417.264759002272,0.901504573655876,0.938076490502534,0.540510259176555,0.395892941638043,0.936403200814599,0.419,"forest"
"174","Dong",-0.9,42.8,1062,13.1964019873004,417.848343379447,0.842206153585905,0.946864955361192,0.476571790481869,0.435356268757268,0.911928059239137,0.428,"forest"
"175","Dong",-71,44,146,11.8233407799264,367.316303958968,0.670462873503659,0.990874893172813,0.118653356636825,0.666244340570349,0.784897697207175,0.585433333333333,"forest"
"176","Dong",127,45,168,14.6225123108605,428.673944563283,0.862989436032437,0.977765964752109,0.697484154450266,0.358971096967396,1.05645525141766,0.455,"forest"
"177","Dong",-89.17,45.17,461,11.4789523385185,398.861791399438,0.606837229654041,0.991085213650014,0.318218270414754,0.54808447235509,0.866302742769844,0.3637375,"forest"
"178","Dong",-93.17,45.42,278,12.3051473017487,384.830277002748,0.763028634846797,0.987081176278253,0.427479050661388,0.531365777316846,0.958844827978234,0.570833333333333,"forest"
"179","Dong",-93.33,45.67,289,12.2055186486735,383.418259782791,0.76419086457405,0.986574672745938,0.427479050661388,0.531365777316846,0.958844827978234,0.6578,"forest"
"180","Dong",1.28,49.71,190,13.4547296479155,327.685400243719,0.546243198238243,0.96922848868462,0.991004627001913,0.597841708283675,1.58884633528559,0.7032,"forest"
"181","Dong",10.5,50.1,266,11.8280952973319,295.663066588305,0.555835008515986,0.987096771974593,1.21489919486799,0.890825723346911,2.1057249182149,0.611575,"forest"
"182","Dong",-3.7,50.4,96,12.5132852219405,310.90274200266,0.389352790772545,0.983638866027418,0.381357048687182,0.269896074345237,0.651253123032419,0.4837875,"forest"
"183","Dong",-125,50.67,1339,7.01858350490891,306.709031379141,0.382982562433916,0.969885814566006,0.0928988629265835,0.157762758825955,0.250661621752538,0.505,"forest"
"184","Dong",5.78,52.25,34,12.5468629426505,288.081550690461,0.494295419691775,0.985227549537813,0.764407390042355,0.749218131366529,1.51362552140888,0.74,"forest"
"185","Dong",27.05,62.65,108,8.10574862603148,239.143685168607,0.385390951916747,0.992885876267726,0.15302899479866,0.418081678842243,0.571110673640904,0.5812375,"forest"
"186","Dong",17.23,65.03,396,7.18122700280979,268.606627402874,0.359120741417275,0.997432617025013,0.0795810626525628,0.221308076067975,0.300889138720537,0.580333333333333,"forest"
"187","Du",-71.42,-45.58,NA,NA,NA,NA,NA,NA,NA,NA,0.7413274233,"grassland"
"188","Du",-70.33,-45.42,NA,NA,NA,NA,NA,NA,NA,NA,0.6366662498,"grassland"
"189","Du",-65.38,-42.65,NA,NA,NA,NA,NA,NA,NA,NA,0.7164817582,"grassland"
"190","Du",-63.75,-38.75,NA,NA,NA,NA,NA,NA,NA,NA,0.556215253,"grassland"
"191","Du",91.08,30.42,NA,NA,NA,NA,NA,NA,NA,NA,0.6164455715,"grassland"
"192","Du",88.59,31.71,NA,NA,NA,NA,NA,NA,NA,NA,0.805917122,"grassland"
"193","Du",87.33,31.79,NA,NA,NA,NA,NA,NA,NA,NA,0.816540109,"grassland"
"194","Du",86.34,31.9,NA,NA,NA,NA,NA,NA,NA,NA,0.811637521,"grassland"
"195","Du",85.57,31.99,NA,NA,NA,NA,NA,NA,NA,NA,0.826346711,"grassland"
"196","Du",84.32,32.27,NA,NA,NA,NA,NA,NA,NA,NA,0.854948706,"grassland"
"197","Du",102,33.98,NA,NA,NA,NA,NA,NA,NA,NA,0.7958139667,"grassland"
"198","Du",104.15,35.95,NA,NA,NA,NA,NA,NA,NA,NA,0.713374,"grassland"
"199","Du",106.48,36,NA,NA,NA,NA,NA,NA,NA,NA,0.42952,"grassland"
"200","Du",81.11,36.13,NA,NA,NA,NA,NA,NA,NA,NA,0.786013009,"grassland"
"201","Du",111.88,41.77,NA,NA,NA,NA,NA,NA,NA,NA,0.6641091667,"grassland"
"202","Du",111.9,41.79,NA,NA,NA,NA,NA,NA,NA,NA,0.661625173,"grassland"
"203","Du",116.68,42.45,NA,NA,NA,NA,NA,NA,NA,NA,0.425,"grassland"
"204","Du",116.7,43.63,NA,NA,NA,NA,NA,NA,NA,NA,0.7377174167,"grassland"
"205","Du",116.48,44.17,NA,NA,NA,NA,NA,NA,NA,NA,0.799727,"grassland"
"206","Du",123.75,44.75,NA,NA,NA,NA,NA,NA,NA,NA,0.778,"grassland"
"207","Dong",-63.75,-38.75,NA,NA,NA,NA,NA,NA,NA,NA,0.38055,"grassland"
"208","Dong",31.87,-24.78,NA,NA,NA,NA,NA,NA,NA,NA,0.66605,"grassland"
"209","Dong",-47.88,-15.93,NA,NA,NA,NA,NA,NA,NA,NA,0.4868,"grassland"
"210","Dong",101.33,37.62,NA,NA,NA,NA,NA,NA,NA,NA,0.6495,"grassland"
"211","Dong",-96.58,39.2,NA,NA,NA,NA,NA,NA,NA,NA,0.553833333333333,"grassland"
"212","Dong",116.28,42.03,NA,NA,NA,NA,NA,NA,NA,NA,0.6215,"grassland"
