"","source","lon","lat","z","Tg","PPFD","vpd","alpha","nhx","noy","ndep","nre","pft"
"150","Dong",-65.5,18.17,0,29.1976171915798,498.463709035816,1.48691365236927,0.982644902577456,0.0268047036308991,0.0476582707150986,0.0744629743459978,0.552675,"forest"
"151","Dong",-95.07,18.57,60,29.3163572718262,456.655585038315,1.56925073260929,0.958018744203731,0.358379335779893,0.28274109332185,0.641120429101743,0.363866666666667,"forest"
"152","Dong",-155.8,19.1,630,23.21817352388,524.398451865112,0.893859444649512,0.96486055208686,0.0204706946878057,0.0364741373218988,0.0569448320097045,0.3704,"forest"
"153","Dong",-155.8,19.3,1699,19.5152696807613,524.814641493351,0.686496816459393,0.952140143708022,0.0204706946878057,0.0364741373218988,0.0569448320097045,0.3333,"forest"
"154","Dong",-155.8,19.4,1571,19.955637592787,524.564085669196,0.711442727512166,0.953522280694036,0.0204706946878057,0.0364741373218988,0.0569448320097045,0.2218,"forest"
"155","Dong",-155.25,19.42,1140,21.5323176484093,523.901178651783,0.802675619486255,0.960161986517537,0.0204706946878057,0.0364741373218988,0.0569448320097045,0.381966666666667,"forest"
"156","Dong",-155.8,19.6,1525,20.101120490623,524.466495012953,0.719400960031471,0.954175763903963,0.0204706946878057,0.0364741373218988,0.0569448320097045,0.5484,"forest"
"157","Dong",-155.8,19.7,1588,19.8709341654635,524.662948841187,0.705992372491111,0.953636033777289,0.0204706946878057,0.0364741373218988,0.0569448320097045,0.4535,"forest"
"158","Dong",-155.1,19.7,119,25.2044424737094,523.054674428981,1.00575624628287,0.983487315894979,0.0204706946878057,0.0364741373218988,0.0569448320097045,0.50368125,"forest"
"159","Dong",112.17,23.17,186,23.7382168333183,407.321669297854,0.957344379385487,0.982672096243629,0.503398274120532,0.71162476037678,1.21502303449731,0.35275,"forest"
"160","Dong",87.85,23.25,36,30.1226787992757,473.466624134169,1.79492373274223,0.901498641006989,1.04338544920871,0.701952586048528,1.74533803525724,0.5215,"forest"
"161","Dong",93,24,343,25.9203773004293,410.151803991647,1.20179213225979,0.96578429672092,0.794493615627289,0.401792534087834,1.19628614971512,0.38625,"forest"
"162","Dong",128.2,26.8,0,24.4851948826262,411.375226648707,0.944965547724016,0.99710101610667,0.147287170353689,0.268472150752419,0.415759321106108,0.133,"forest"
"163","Dong",121.7,29.9,4,18.8138241940447,389.14462598354,0.70875458320688,0.996971036056387,0.371458916287673,0.552669308687511,0.924128224975184,0.34754347826087,"forest"
"164","Dong",112,33,180,18.8177355601019,382.668526066536,1.02617792787598,0.984046047290432,0.789633496811515,0.977216802145305,1.76685029895682,0.3596,"forest"
"165","Dong",-118.93,34.1,467,19.1181236608434,549.498893391322,1.11775279334627,0.746276390340853,0.0759898220237933,0.420187678776289,0.496177500800083,0.415,"forest"
