lon,lat,z,start_yr,end_yr,source,site,species,Family,Genus,Tleaf,narea,parea,lma,Vcmax,Vcmax25,Jmax,Jmax25,Date,Year,carea,C_percent,Aarea,original_reference
-105.6,40.05,3360,2001,2015,Atkin et al. 2015 New Phytologist,Reichetal_Colorado,Abies lasiocarpa,Pinaceae,Abies,25,2.62,NA,254.5,15.1,15.1,NA,NA,NA,NA,NA,NA,NA,NA
-105.6,40.05,3360,2001,2015,Atkin et al. 2015 New Phytologist,Reichetal_Colorado,Arctostaphylos uva-ursi,Ericaceae,Arctostaphylos,25,1.57,NA,127.6,18.3,18.3,NA,NA,NA,NA,NA,NA,NA,NA
-105.6,40.05,3360,2001,2015,Atkin et al. 2015 New Phytologist,Reichetal_Colorado,Bistorta bistortoides,Polygonaceae,Bistorta,25,3.22,NA,82.6,47.7,47.7,NA,NA,NA,NA,NA,NA,NA,NA
-105.6,40.05,3360,2001,2015,Atkin et al. 2015 New Phytologist,Reichetal_Colorado,Geum rosii,Rosaceae,Geum,25,2.1,NA,84,43.1,43.1,NA,NA,NA,NA,NA,NA,NA,NA
-105.6,40.05,3360,2001,2015,Atkin et al. 2015 New Phytologist,Reichetal_Colorado,Picea engelmannii,Pinaceae,Picea,25,3.15,NA,305.8,18.1,18.1,NA,NA,NA,NA,NA,NA,NA,NA
-105.6,40.05,3360,2001,2015,Atkin et al. 2015 New Phytologist,Reichetal_Colorado,Pinus flexilis,Pinaceae,Pinus,25,4.1,NA,366.3,44.9,44.9,NA,NA,NA,NA,NA,NA,NA,NA
-105.6,40.05,3360,2001,2015,Atkin et al. 2015 New Phytologist,Reichetal_Colorado,Psychrophila leptosepala,Ranunculaceae,Psychrophila,25,2.3,NA,79.4,34.6,34.6,NA,NA,NA,NA,NA,NA,NA,NA
-105.6,40.05,3360,2001,2015,Atkin et al. 2015 New Phytologist,Reichetal_Colorado,Salix glauca,Salicaceae,Salix,25,2.14,NA,81.4,41.5,41.5,NA,NA,NA,NA,NA,NA,NA,NA
-105.6,40.05,3360,2001,2015,Atkin et al. 2015 New Phytologist,Reichetal_Colorado,Salix planifolia,Salicaceae,Salix,25,2.17,NA,81.3,50.7,50.7,NA,NA,NA,NA,NA,NA,NA,NA
-105.6,40.05,3360,2001,2015,Atkin et al. 2015 New Phytologist,Reichetal_Colorado,Vaccinium myrtillus,Ericaceae,Vaccinium,25,1.37,NA,58.5,24.5,24.5,NA,NA,NA,NA,NA,NA,NA,NA
-107,34,1620,2001,2015,Atkin et al. 2015 New Phytologist,Reichetal_New_Mexico,Atriplex canescens,Chenopodiaceae,Atriplex,25,5.29,NA,251.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-107,34,1620,2001,2015,Atkin et al. 2015 New Phytologist,Reichetal_New_Mexico,Baccharis angustifolia,Asteraceae,Baccharis,25,1.86,NA,95.2,82.2,82.2,NA,NA,NA,NA,NA,NA,NA,NA
-107,34,1620,2001,2015,Atkin et al. 2015 New Phytologist,Reichetal_New_Mexico,Elaeagnus angustifolia,Elaeagnaceae,Elaeagnus,25,3.21,NA,80.6,66,66,NA,NA,NA,NA,NA,NA,NA,NA
-107,34,1620,2001,2015,Atkin et al. 2015 New Phytologist,Reichetal_New_Mexico,Gutierrezia sarothrae,Asteraceae,Gutierrezia,25,4.96,NA,295,71.5,71.5,NA,NA,NA,NA,NA,NA,NA,NA
-107,34,1620,2001,2015,Atkin et al. 2015 New Phytologist,Reichetal_New_Mexico,Juniperus monosperma,Cupressaceae,Juniperus,25,9.14,NA,781.3,55,55,NA,NA,NA,NA,NA,NA,NA,NA
-107,34,1620,2001,2015,Atkin et al. 2015 New Phytologist,Reichetal_New_Mexico,Larrea tridentata,Zygophyllaceae,Larrea,25,4.9,NA,252.5,101.2,101.2,NA,NA,NA,NA,NA,NA,NA,NA
-107,34,1620,2001,2015,Atkin et al. 2015 New Phytologist,Reichetal_New_Mexico,Populus fremontii,Salicaceae,Populus,25,1.98,NA,119.3,63.8,63.8,NA,NA,NA,NA,NA,NA,NA,NA
-107,34,1620,2001,2015,Atkin et al. 2015 New Phytologist,Reichetal_New_Mexico,Prosopis glandulosa,Fabaceae,Prosopis,25,4.86,NA,195.3,90.2,90.2,NA,NA,NA,NA,NA,NA,NA,NA
-107,34,1620,2001,2015,Atkin et al. 2015 New Phytologist,Reichetal_New_Mexico,Quercus turbinella,Fagaceae,Quercus,25,2.33,NA,151.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-149.6,68.63,720,2001,2015,Atkin et al. 2015 New Phytologist,"Toolik Lake, Alaska",Aconitum delphinifolium,Ranunculaceae,Aconitum,19.72,1.23,0.083,40.1,25.6,41.2,NA,NA,NA,NA,NA,NA,NA,NA
-149.6,68.63,720,2001,2015,Atkin et al. 2015 New Phytologist,"Toolik Lake, Alaska",Anemone parviflora,Ranunculaceae,Anemone,15.215,1.74,0.092,52.5,13.5,33.1,NA,NA,NA,NA,NA,NA,NA,NA
-149.6,68.63,720,2001,2015,Atkin et al. 2015 New Phytologist,"Toolik Lake, Alaska",Arctostaphylos alpina,Ericaceae,Arctostaphylos,16.72333333,1.56,0.135,106.8,37.1,77,NA,NA,NA,NA,NA,NA,NA,NA
-149.6,68.63,720,2001,2015,Atkin et al. 2015 New Phytologist,"Toolik Lake, Alaska",Artemisia alaskana,Asteraceae,Artemisia,18.54666667,2.03,0.102,79.5,27.9,49.5,NA,NA,NA,NA,NA,NA,NA,NA
-149.6,68.63,720,2001,2015,Atkin et al. 2015 New Phytologist,"Toolik Lake, Alaska",Astragalus umbellatus,Fabaceae,Astragalus,19.346,3.51,0.192,63.4,35.4,60.2,NA,NA,NA,NA,NA,NA,NA,NA
-149.6,68.63,720,2001,2015,Atkin et al. 2015 New Phytologist,"Toolik Lake, Alaska",Calamagrostis canadensis,Poaceae,Calamagrostis,17.12,1.69,0.09,35,11,22.3,NA,NA,NA,NA,NA,NA,NA,NA
-149.6,68.63,720,2001,2015,Atkin et al. 2015 New Phytologist,"Toolik Lake, Alaska",Carex aquatilis,Cyperaceae,Carex,17.71,1.69,0.122,88.8,15.6,29.4,NA,NA,NA,NA,NA,NA,NA,NA
-149.6,68.63,720,2001,2015,Atkin et al. 2015 New Phytologist,"Toolik Lake, Alaska",Carex bigelowii,Cyperaceae,Carex,18.975,1.87,0.1,89.2,11.4,19.8,NA,NA,NA,NA,NA,NA,NA,NA
-149.6,68.63,720,2001,2015,Atkin et al. 2015 New Phytologist,"Toolik Lake, Alaska",Carex saxatilis,Cyperaceae,Carex,17.63,1.4,0.085,76.2,9.5,18.8,NA,NA,NA,NA,NA,NA,NA,NA
-149.6,68.63,720,2001,2015,Atkin et al. 2015 New Phytologist,"Toolik Lake, Alaska",Dryas integrifolia,Rosaceae,Dryas,17.06,1.45,0.108,85.5,12.3,24.9,NA,NA,NA,NA,NA,NA,NA,NA
-149.6,68.63,720,2001,2015,Atkin et al. 2015 New Phytologist,"Toolik Lake, Alaska",Dryas octopetala,Rosaceae,Dryas,17.91222222,1.73,0.148,82.8,15.4,29.1,NA,NA,NA,NA,NA,NA,NA,NA
-149.6,68.63,720,2001,2015,Atkin et al. 2015 New Phytologist,"Toolik Lake, Alaska",Elymus trachycaulus,Poaceae,Elymus,18.784,1.08,0.111,58.7,20.6,36,NA,NA,NA,NA,NA,NA,NA,NA
-149.6,68.63,720,2001,2015,Atkin et al. 2015 New Phytologist,"Toolik Lake, Alaska",Epilobium latifolium,Onagraceae,Epilobium,18.65,2.27,0.173,67.9,36.1,62.5,NA,NA,NA,NA,NA,NA,NA,NA
-149.6,68.63,720,2001,2015,Atkin et al. 2015 New Phytologist,"Toolik Lake, Alaska",Equisetum arvense,Equisetaceae,Equisetum,18.18,7.67,1.059,208.8,31.6,58.3,NA,NA,NA,NA,NA,NA,NA,NA
-149.6,68.63,720,2001,2015,Atkin et al. 2015 New Phytologist,"Toolik Lake, Alaska",Eriophorum angustifolium,Cyperaceae,Eriophorum,17.53375,1.76,0.135,69.6,20.8,40.6,NA,NA,NA,NA,NA,NA,NA,NA
-149.6,68.63,720,2001,2015,Atkin et al. 2015 New Phytologist,"Toolik Lake, Alaska",Eriophorum vaginatum,Cyperaceae,Eriophorum,18.235,3.72,0.305,185,26.3,48.5,NA,NA,NA,NA,NA,NA,NA,NA
-149.6,68.63,720,2001,2015,Atkin et al. 2015 New Phytologist,"Toolik Lake, Alaska",Festuca rubra,Poaceae,Festuca,18.628,2.7,0.178,161.8,18.7,33,NA,NA,NA,NA,NA,NA,NA,NA
-149.6,68.63,720,2001,2015,Atkin et al. 2015 New Phytologist,"Toolik Lake, Alaska",GentiaNAglauca,Gentianaceae,Gentiana,17.69,0.79,0.126,43.1,11,21.5,NA,NA,NA,NA,NA,NA,NA,NA
-149.6,68.63,720,2001,2015,Atkin et al. 2015 New Phytologist,"Toolik Lake, Alaska",Geum glaciale,Rosaceae,Geum,18.22,2.48,0.27,99.6,23.9,44.3,NA,NA,NA,NA,NA,NA,NA,NA
-149.6,68.63,720,2001,2015,Atkin et al. 2015 New Phytologist,"Toolik Lake, Alaska",Hedysarum alpinum,Fabaceae,Hedysarum,18.277,2.38,0.101,71.1,44.1,80.7,NA,NA,NA,NA,NA,NA,NA,NA
-149.6,68.63,720,2001,2015,Atkin et al. 2015 New Phytologist,"Toolik Lake, Alaska",Kobresia sibirica,Cyperaceae,Kobresia,17.44,3.7,0.168,158.4,18.8,37.6,NA,NA,NA,NA,NA,NA,NA,NA
-149.6,68.63,720,2001,2015,Atkin et al. 2015 New Phytologist,"Toolik Lake, Alaska",Ledum palustre,Ericaceae,Ledum,20.70666667,2.54,0.2,260.8,18.9,26.8,NA,NA,NA,NA,NA,NA,NA,NA
-149.6,68.63,720,2001,2015,Atkin et al. 2015 New Phytologist,"Toolik Lake, Alaska",Oxytropis deflexa,Fabaceae,Oxytropis,17.70666667,2.27,0.096,49.5,41.3,79.5,NA,NA,NA,NA,NA,NA,NA,NA
-149.6,68.63,720,2001,2015,Atkin et al. 2015 New Phytologist,"Toolik Lake, Alaska",Oxytropis nigrescens,Fabaceae,Oxytropis,18.52,3.4,0.225,89.9,19.3,34.6,NA,NA,NA,NA,NA,NA,NA,NA
-149.6,68.63,720,2001,2015,Atkin et al. 2015 New Phytologist,"Toolik Lake, Alaska",Petasites frigidus,Asteraceae,Petasites,17.084,1.79,0.156,50,13.6,28,NA,NA,NA,NA,NA,NA,NA,NA
-149.6,68.63,720,2001,2015,Atkin et al. 2015 New Phytologist,"Toolik Lake, Alaska",Polygonum bistorta,Polygonaceae,Polygonum,19.13833333,7.12,0.635,191.1,39.9,64.8,NA,NA,NA,NA,NA,NA,NA,NA
-149.6,68.63,720,2001,2015,Atkin et al. 2015 New Phytologist,"Toolik Lake, Alaska",Potentilla fruiticosa,Rosaceae,Potentilla,18.985,1.5,0.21,56.5,20.1,33.6,NA,NA,NA,NA,NA,NA,NA,NA
-149.6,68.63,720,2001,2015,Atkin et al. 2015 New Phytologist,"Toolik Lake, Alaska",Potentilla nivea,Rosaceae,Potentilla,18.13,1.37,0.148,53.7,32,59.4,NA,NA,NA,NA,NA,NA,NA,NA
-149.6,68.63,720,2001,2015,Atkin et al. 2015 New Phytologist,"Toolik Lake, Alaska",Potentilla palustris,Rosaceae,Potentilla,17.07,1.37,0.082,59.5,31.8,65.5,NA,NA,NA,NA,NA,NA,NA,NA
-149.6,68.63,720,2001,2015,Atkin et al. 2015 New Phytologist,"Toolik Lake, Alaska",Rhododendron lapponicum,Ericaceae,Rhododendron,18.10166667,2.72,0.222,161,16.3,30.4,NA,NA,NA,NA,NA,NA,NA,NA
-149.6,68.63,720,2001,2015,Atkin et al. 2015 New Phytologist,"Toolik Lake, Alaska",Salix glauca,Salicaceae,Salix,17.05666667,2.3,0.228,54.6,16.4,33.4,NA,NA,NA,NA,NA,NA,NA,NA
-149.6,68.63,720,2001,2015,Atkin et al. 2015 New Phytologist,"Toolik Lake, Alaska",Salix pulchra,Salicaceae,Salix,18.03333333,2.38,0.263,52.3,16.4,31.1,NA,NA,NA,NA,NA,NA,NA,NA
-149.6,68.63,720,2001,2015,Atkin et al. 2015 New Phytologist,"Toolik Lake, Alaska",Salix reticulata,Salicaceae,Salix,17.34,1.89,0.208,61.8,19,37.7,NA,NA,NA,NA,NA,NA,NA,NA
-149.6,68.63,720,2001,2015,Atkin et al. 2015 New Phytologist,"Toolik Lake, Alaska",Saussurea angustifolia               ,Asteraceae,Saussurea,18.24166667,1.95,0.113,91.8,13.6,25.2,NA,NA,NA,NA,NA,NA,NA,NA
-149.6,68.63,720,2001,2015,Atkin et al. 2015 New Phytologist,"Toolik Lake, Alaska",Spiraea beauverdiana,Rosaceae,Spiraea,18.655,1.2,0.083,56.8,18.8,33.7,NA,NA,NA,NA,NA,NA,NA,NA
-149.6,68.63,720,2001,2015,Atkin et al. 2015 New Phytologist,"Toolik Lake, Alaska",Vaccinium uliginosum,Ericaceae,Vaccinium,18.415,1.47,0.083,78.4,18.8,33.7,NA,NA,NA,NA,NA,NA,NA,NA
-149.6,68.63,720,2001,2015,Atkin et al. 2015 New Phytologist,"Toolik Lake, Alaska",Vaccinium vitis-idaea,Ericaceae,Vaccinium,20.17,1.51,0.13,222.1,11.6,17.7,NA,NA,NA,NA,NA,NA,NA,NA
-2.2272,40.8048,1060,2001,2015,Atkin et al. 2015 New Phytologist,Alto Tajo NP_Arid,Quercus ilex,Fagaceae,Quercus,20.91375,3.98,0.475,358.6,35.7,51.8,NA,NA,NA,NA,NA,NA,NA,NA
-2.23,13.2,280,2001,2015,Atkin et al. 2015 New Phytologist,"Lat 13.2, Long -2.23",Combretum micranthum,Combretaceae,Combretum,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-2.23,13.2,280,2001,2015,Atkin et al. 2015 New Phytologist,"Lat 13.2, Long -2.23",Combretum nigricans,Combretaceae,Combretum,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-2.23,13.2,280,2001,2015,Atkin et al. 2015 New Phytologist,"Lat 13.2, Long -2.23",Guiera senegalensis,Combretaceae,Guiera,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-2.2368,40.8093,980,2001,2015,Atkin et al. 2015 New Phytologist,Alto Tajo NP_Mesic,Quercus ilex,Fagaceae,Quercus,20.27214286,2.86,0.46,280.5,29.1,39.5,NA,NA,NA,NA,NA,NA,NA,NA
-52.92,5.27,21,2001,2015,Atkin et al. 2015 New Phytologist,Gx-7,Alchorneopsis floribunda,Euphorbiaceae,Alchorneopsis,31.87,1.71,0.07,73.3,59.1,32.8,NA,NA,NA,NA,NA,NA,NA,NA
-52.92,5.27,21,2001,2015,Atkin et al. 2015 New Phytologist,Gx-7,Ambelania acida,Apocynaceae,Ambelania,31.85,1.24,0.03,126.7,51.8,28.8,NA,NA,NA,NA,NA,NA,NA,NA
-52.92,5.27,21,2001,2015,Atkin et al. 2015 New Phytologist,Gx-7,Apeiba glabra,Malvaceae,Apeiba,31.28,1.22,0.075,70.9,54.2,31.9,NA,NA,NA,NA,NA,NA,NA,NA
-52.92,5.27,21,2001,2015,Atkin et al. 2015 New Phytologist,Gx-7,Carapa procera,Meliaceae,Carapa,30.97,1.49,0.055,113.3,54,32.4,NA,NA,NA,NA,NA,NA,NA,NA
-52.92,5.27,21,2001,2015,Atkin et al. 2015 New Phytologist,Gx-7,Caryocar microcarpum,Caryocaraceae,Caryocar,NA,1.47,0.05,88.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-52.92,5.27,21,2001,2015,Atkin et al. 2015 New Phytologist,Gx-7,Chaetocarpus schomburgkianus,Euphorbiaceae,Chaetocarpus,29.51,2.13,0.05,210,50.8,34.4,NA,NA,NA,NA,NA,NA,NA,NA
-52.92,5.27,21,2001,2015,Atkin et al. 2015 New Phytologist,Gx-7,Cupania scrobiculata,Sapindaceae,Cupania,31.64,1.49,0.04,106.7,18.5,10.5,NA,NA,NA,NA,NA,NA,NA,NA
-52.92,5.27,21,2001,2015,Atkin et al. 2015 New Phytologist,Gx-7,Dicorynia guianensis,Fabaceae,Dicorynia,32.16,1.31,0.07,78.3,50,27.1,NA,NA,NA,NA,NA,NA,NA,NA
-52.92,5.27,21,2001,2015,Atkin et al. 2015 New Phytologist,Gx-7,Duroia longiflora,Rubiaceae,Duroia,30.665,1.4,0.07,141.7,44.6,27.2,NA,NA,NA,NA,NA,NA,NA,NA
-52.92,5.27,21,2001,2015,Atkin et al. 2015 New Phytologist,Gx-7,Eperua falcata,Fabaceae,Eperua,30.885,1.35,0.052,85.3,32.2,19.4,NA,NA,NA,NA,NA,NA,NA,NA
-52.92,5.27,21,2001,2015,Atkin et al. 2015 New Phytologist,Gx-7,Eperua grandiflora,Fabaceae,Eperua,30.76,1.09,0.03,108.3,35.1,21.4,NA,NA,NA,NA,NA,NA,NA,NA
-52.92,5.27,21,2001,2015,Atkin et al. 2015 New Phytologist,Gx-7,Eschweilera coriacea,Lecythidaceae,Eschweilera,30.70666667,1.5,0.063,105.5,55.6,33.6,NA,NA,NA,NA,NA,NA,NA,NA
-52.92,5.27,21,2001,2015,Atkin et al. 2015 New Phytologist,Gx-7,Eschweilera parviflora,Lecythidaceae,Eschweilera,32.015,2.14,0.06,136.7,47,25.8,NA,NA,NA,NA,NA,NA,NA,NA
-52.92,5.27,21,2001,2015,Atkin et al. 2015 New Phytologist,Gx-7,Eschweilera sagotiana,Lecythidaceae,Eschweilera,30.31,1.69,0.08,115,58.2,36.8,NA,NA,NA,NA,NA,NA,NA,NA
-52.92,5.27,21,2001,2015,Atkin et al. 2015 New Phytologist,Gx-7,Goupia glabra,Goupiaceae,Goupia,30.51,1.47,0.05,105,50,31.1,NA,NA,NA,NA,NA,NA,NA,NA
-52.92,5.27,21,2001,2015,Atkin et al. 2015 New Phytologist,Gx-7,Guatteria schomburgkiana,Annonaceae,Guatteria,32.82,2.02,0.05,143.3,77.7,39.8,NA,NA,NA,NA,NA,NA,NA,NA
-52.92,5.27,21,2001,2015,Atkin et al. 2015 New Phytologist,Gx-7,Hirtella glandulosa,Chrysobalanaceae,Hirtella,30.98,1.19,0.045,89.2,45,26.6,NA,NA,NA,NA,NA,NA,NA,NA
-52.92,5.27,21,2001,2015,Atkin et al. 2015 New Phytologist,Gx-7,Iryanthera hostmannii,Myristicaceae,Iryanthera,31.105,1.74,0.05,134.2,40.1,23.5,NA,NA,NA,NA,NA,NA,NA,NA
-52.92,5.27,21,2001,2015,Atkin et al. 2015 New Phytologist,Gx-7,Iryanthera sagotiana,Myristicaceae,Iryanthera,31.62,1.66,0.07,113.3,44.8,25.4,NA,NA,NA,NA,NA,NA,NA,NA
-52.92,5.27,21,2001,2015,Atkin et al. 2015 New Phytologist,Gx-7,Jacaranda copaia,Bignoniaceae,Jacaranda,31.41,2.68,0.09,168.3,65.7,37.9,NA,NA,NA,NA,NA,NA,NA,NA
-52.92,5.27,21,2001,2015,Atkin et al. 2015 New Phytologist,Gx-7,Laetia procera,Salicaceae,Laetia,30.19,2.51,0.07,150.9,81.3,52.2,NA,NA,NA,NA,NA,NA,NA,NA
-52.92,5.27,21,2001,2015,Atkin et al. 2015 New Phytologist,Gx-7,Lecythis persistens,Lecythidaceae,Lecythis,30.5925,1.76,0.053,117.9,45.5,27.7,NA,NA,NA,NA,NA,NA,NA,NA
-52.92,5.27,21,2001,2015,Atkin et al. 2015 New Phytologist,Gx-7,Licania alba,Chrysobalanaceae,Licania,30.9,1.61,0.04,135,54.8,33,NA,NA,NA,NA,NA,NA,NA,NA
-52.92,5.27,21,2001,2015,Atkin et al. 2015 New Phytologist,Gx-7,Licania membranacea,Chrysobalanaceae,Licania,30.245,1.87,0.1,148.4,41.3,26.4,NA,NA,NA,NA,NA,NA,NA,NA
-52.92,5.27,21,2001,2015,Atkin et al. 2015 New Phytologist,Gx-7,Macoubea guianensis,Apocynaceae,Macoubea,31.46,0.91,0.03,58.3,48.1,27.6,NA,NA,NA,NA,NA,NA,NA,NA
-52.92,5.27,21,2001,2015,Atkin et al. 2015 New Phytologist,Gx-7,Ormosia coutinhoi,Fabaceae,Ormosia,30.77333333,2.34,0.137,162.2,65.7,40,NA,NA,NA,NA,NA,NA,NA,NA
-52.92,5.27,21,2001,2015,Atkin et al. 2015 New Phytologist,Gx-7,Poraqueiba guianensis,Icacinaceae,Poraqueiba,30.92,1.34,0.05,115,40.5,24.4,NA,NA,NA,NA,NA,NA,NA,NA
-52.92,5.27,21,2001,2015,Atkin et al. 2015 New Phytologist,Gx-7,Posoqueria latifolia,Rubiaceae,Posoqueria,31.195,1.47,0.04,130,57.5,33.9,NA,NA,NA,NA,NA,NA,NA,NA
-52.92,5.27,21,2001,2015,Atkin et al. 2015 New Phytologist,Gx-7,Pradosia cochlearia,Sapotaceae,Pradosia,31.49,1.73,0.04,151.7,41.3,23.7,NA,NA,NA,NA,NA,NA,NA,NA
-52.92,5.27,21,2001,2015,Atkin et al. 2015 New Phytologist,Gx-7,Protium opacum,Burseraceae,Protium,31.15,1.43,0.06,110.9,60.1,34.7,NA,NA,NA,NA,NA,NA,NA,NA
-52.92,5.27,21,2001,2015,Atkin et al. 2015 New Phytologist,Gx-7,Recordoxylon speciosum,Fabaceae,Recordoxylon,32.02333333,2.14,0.063,90.6,71.3,38.8,NA,NA,NA,NA,NA,NA,NA,NA
-52.92,5.27,21,2001,2015,Atkin et al. 2015 New Phytologist,Gx-7,Simarouba amara repeat,Simaroubaceae,Simarouba,30.19,1.52,0.06,90,85,54.3,NA,NA,NA,NA,NA,NA,NA,NA
-52.92,5.27,21,2001,2015,Atkin et al. 2015 New Phytologist,Gx-7,SiparuNAdecipiens,Siparunaceae,Siparuna,30.47,1.1,0.04,56.7,24.7,15.4,NA,NA,NA,NA,NA,NA,NA,NA
-52.92,5.27,21,2001,2015,Atkin et al. 2015 New Phytologist,Gx-7,Sloanea grandiflora,Elaeocarpaceae,Sloanea,30.25666667,1.3,0.053,81.7,52.2,33.2,NA,NA,NA,NA,NA,NA,NA,NA
-52.92,5.27,21,2001,2015,Atkin et al. 2015 New Phytologist,Gx-7,Sterculia pruriens,Malvaceae,Sterculia,30.74,1.53,0.04,98.4,55.2,34.1,NA,NA,NA,NA,NA,NA,NA,NA
-52.92,5.27,21,2001,2015,Atkin et al. 2015 New Phytologist,Gx-7,Swartzia panacoco,Fabaceae,Swartzia,NA,1.61,0.05,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-52.92,5.27,21,2001,2015,Atkin et al. 2015 New Phytologist,Gx-7,Symphonia globulifera,Clusiaceae,Symphonia,31.68,1.74,0.077,137.2,51.6,29.2,NA,NA,NA,NA,NA,NA,NA,NA
-52.92,5.27,21,2001,2015,Atkin et al. 2015 New Phytologist,Gx-7,Tabebuia insignis,Bignoniaceae,Tabebuia,30.04,1.52,0.11,93.3,69.5,45,NA,NA,NA,NA,NA,NA,NA,NA
-52.92,5.27,21,2001,2015,Atkin et al. 2015 New Phytologist,Gx-7,Tapirira guianensis,Anacardiaceae,Tapirira,31.22,1.85,0.07,131.7,109.2,64,NA,NA,NA,NA,NA,NA,NA,NA
-52.92,5.27,21,2001,2015,Atkin et al. 2015 New Phytologist,Gx-7,Tapirira obtusa,Anacardiaceae,Tapirira,30.59,1.61,0.065,133.4,72.5,45.2,NA,NA,NA,NA,NA,NA,NA,NA
-52.92,5.27,21,2001,2015,Atkin et al. 2015 New Phytologist,Gx-7,Theobroma subincanum,Malvaceae,Theobroma,31.58,1.22,0.053,86.7,38,21.7,NA,NA,NA,NA,NA,NA,NA,NA
-52.92,5.27,21,2001,2015,Atkin et al. 2015 New Phytologist,Gx-7,Virola surinamensis,Myristicaceae,Virola,31.41333333,2.15,0.09,139.4,88.5,51.1,NA,NA,NA,NA,NA,NA,NA,NA
-52.92,5.27,21,2001,2015,Atkin et al. 2015 New Phytologist,Gx-7,Vismia sessilifolia,Hypericaceae,Vismia,29.84333333,1.53,0.08,118.3,109.9,72.4,NA,NA,NA,NA,NA,NA,NA,NA
-52.92,5.27,21,2001,2015,Atkin et al. 2015 New Phytologist,Gx1-9,Amaioua guianensis,Rubiaceae,Amaioua,31.34,1.21,0.04,68.3,35.4,20.6,NA,NA,NA,NA,NA,NA,NA,NA
-52.92,5.27,21,2001,2015,Atkin et al. 2015 New Phytologist,Gx1-9,Amphirrhox longifolia,Violaceae,Amphirrhox,31.64,1.39,0.01,66.7,24.9,14.1,NA,NA,NA,NA,NA,NA,NA,NA
-52.92,5.27,21,2001,2015,Atkin et al. 2015 New Phytologist,Gx1-9,Bocoa prouacensis,Fabaceae,Bocoa,30.14,1.96,0.05,87.5,39,25.2,NA,NA,NA,NA,NA,NA,NA,NA
-52.92,5.27,21,2001,2015,Atkin et al. 2015 New Phytologist,Gx1-9,Casearia javitensis,Salicaceae,Casearia,30.21,1.46,0.03,100,34.3,21.9,NA,NA,NA,NA,NA,NA,NA,NA
-52.92,5.27,21,2001,2015,Atkin et al. 2015 New Phytologist,Gx1-9,Chaetocarpus schomburgkianus,Euphorbiaceae,Chaetocarpus,29.12,2.15,0.1,205,60.7,42.5,NA,NA,NA,NA,NA,NA,NA,NA
-52.92,5.27,21,2001,2015,Atkin et al. 2015 New Phytologist,Gx1-9,Chrysophyllum prieurii,Sapotaceae,Chrysophyllum,31.37,3.57,0.13,181.7,47.8,27.7,NA,NA,NA,NA,NA,NA,NA,NA
-52.92,5.27,21,2001,2015,Atkin et al. 2015 New Phytologist,Gx1-9,Chrysophyllum sanguinolentum,Sapotaceae,Chrysophyllum,28.88,2.45,0.07,170,75.8,54.2,NA,NA,NA,NA,NA,NA,NA,NA
-52.92,5.27,21,2001,2015,Atkin et al. 2015 New Phytologist,Gx1-9,Couratari multiflora,Lecythidaceae,Couratari,29.3,1.39,0.01,120,47.2,32.6,NA,NA,NA,NA,NA,NA,NA,NA
-52.92,5.27,21,2001,2015,Atkin et al. 2015 New Phytologist,Gx1-9,Cupania scrobiculata,Sapindaceae,Cupania,30.84,1.28,0.03,93.3,35.9,21.7,NA,NA,NA,NA,NA,NA,NA,NA
-52.92,5.27,21,2001,2015,Atkin et al. 2015 New Phytologist,Gx1-9,Dialium guianense,Fabaceae,Dialium,29.79,1.82,0.04,76.7,57,37.7,NA,NA,NA,NA,NA,NA,NA,NA
-52.92,5.27,21,2001,2015,Atkin et al. 2015 New Phytologist,Gx1-9,Duroia longiflora,Rubiaceae,Duroia,29.98,2.1,0.07,165,47.7,31,NA,NA,NA,NA,NA,NA,NA,NA
-52.92,5.27,21,2001,2015,Atkin et al. 2015 New Phytologist,Gx1-9,Eperua falcata,Fabaceae,Eperua,31.19,2.08,0.12,124.4,35.6,20.9,NA,NA,NA,NA,NA,NA,NA,NA
-52.92,5.27,21,2001,2015,Atkin et al. 2015 New Phytologist,Gx1-9,Eschweilera coriacea,Lecythidaceae,Eschweilera,31.64,1.74,0.065,108.3,36.7,20.8,NA,NA,NA,NA,NA,NA,NA,NA
-52.92,5.27,21,2001,2015,Atkin et al. 2015 New Phytologist,Gx1-9,Eschweilera sagotiana,Lecythidaceae,Eschweilera,30.31,2.7,0.08,189.2,45.8,28.4,NA,NA,NA,NA,NA,NA,NA,NA
-52.92,5.27,21,2001,2015,Atkin et al. 2015 New Phytologist,Gx1-9,Guarea kunthiana,Meliaceae,Guarea,30.44,2.4,0.11,96.7,56.8,35.6,NA,NA,NA,NA,NA,NA,NA,NA
-52.92,5.27,21,2001,2015,Atkin et al. 2015 New Phytologist,Gx1-9,Gustavia hexapetala,Lecythidaceae,Gustavia,NA,2.34,0.06,113.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
