lon,lat,z,start_yr,end_yr,source,site,species,Family,Genus,Tleaf,narea,parea,lma,Vcmax,Vcmax25,Jmax,Jmax25,Date,Year,carea,C_percent,Aarea,original_reference
-73.62765,-4.89905,135,2011,2011,Bahar et al 2017 New Phytologist,JEN-12,Pouteria lucumifolia,NA,NA,28.8,1.3199337,0.1262088,175.29,19.25,13.89,NA,NA,2011/9/24,2011,NA,NA,NA,NA
-73.62765,-4.89905,135,2011,2011,Bahar et al 2017 New Phytologist,JEN-12,Caraipa tereticaulis,NA,NA,28.84,1.5985372,0.045207500000000005,180.83,56.03,40.28,NA,NA,2011/9/24,2011,NA,NA,NA,NA
-73.62765,-4.89905,135,2011,2011,Bahar et al 2017 New Phytologist,JEN-12,Emmotum floribundum,NA,NA,29.04,NA,NA,NA,NA,NA,NA,NA,2011/9/24,2011,NA,NA,NA,NA
-73.62765,-4.89905,135,2011,2011,Bahar et al 2017 New Phytologist,JEN-12,Roucheria columbiana,NA,NA,28.78,NA,NA,NA,23.65,17.09,NA,NA,2011/9/24,2011,NA,NA,NA,NA
-73.62765,-4.89905,135,2011,2011,Bahar et al 2017 New Phytologist,JEN-12,Micrandra spruceana,NA,NA,28.39,1.92953,0.09709100000000001,122.9,41.42,30.97,82.66,66.23,2011/9/24,2011,NA,NA,NA,NA
-73.62765,-4.89905,135,2011,2011,Bahar et al 2017 New Phytologist,JEN-12,Mouriri nigra,NA,NA,28.27,3.0135796,0.0528012,195.56,31.18,23.55,64.35,52,2011/9/25,2011,NA,NA,NA,NA
-73.62765,-4.89905,135,2011,2011,Bahar et al 2017 New Phytologist,JEN-12,Brosimum utile subsp. ovatifolium,NA,NA,28.51,1.8005601,0.1313886,134.07,55.03,40.7,90.9,72.16,2011/9/25,2011,NA,NA,NA,NA
-73.62765,-4.89905,135,2011,2011,Bahar et al 2017 New Phytologist,JEN-12,Tovomita calophyllophylla,NA,NA,28.49,1.8256501,0.0071524,178.81,26.63,19.74,61.2,48.67,2011/9/25,2011,NA,NA,NA,NA
-73.62765,-4.89905,135,2011,2011,Bahar et al 2017 New Phytologist,JEN-12,Aspidosperma desmanthum,NA,NA,29.14,2.0203480000000003,0.20675600000000002,162.8,56.82,39.82,111.7,84.53,2011/9/25,2011,NA,NA,NA,NA
-73.62765,-4.89905,135,2011,2011,Bahar et al 2017 New Phytologist,JEN-12,Licaria cannella,NA,NA,29.15,2.035158,0.0595656,165.46,48,33.62,82.81,62.64,2011/9/25,2011,NA,NA,NA,NA
-73.62765,-4.89905,135,2011,2011,Bahar et al 2017 New Phytologist,JEN-12,Lueheopsis althaeiflora,NA,NA,28.89,2.6858196,0.12047759999999999,207.72,67.92,48.63,104.4,80.56,2011/9/25,2011,NA,NA,NA,NA
-73.62765,-4.89905,135,2011,2011,Bahar et al 2017 New Phytologist,JEN-12,Protium polybotryum,NA,NA,29.36,1.9676131000000001,0.07925320000000001,152.41,60.42,41.55,135.29,100.64,2011/9/26,2011,NA,NA,NA,NA
-73.62765,-4.89905,135,2011,2011,Bahar et al 2017 New Phytologist,JEN-12,Brosimum rubescens,NA,NA,29.03,1.6970976,0.0374016,155.84,64.2,45.43,96.56,73.72,2011/9/26,2011,NA,NA,NA,NA
-73.62765,-4.89905,135,2011,2011,Bahar et al 2017 New Phytologist,JEN-12,Pseudolmedia rigida,NA,NA,29.08,2.7093202,0.1377892,160.22,38.5,27.12,85.74,65.21,2011/9/26,2011,NA,NA,NA,NA
-73.62765,-4.89905,135,2011,2011,Bahar et al 2017 New Phytologist,JEN-12,Chrysophyllum sanguinolentum,NA,NA,28.31,1.9735667,0.11244929999999999,162.97,66.58,50.11,119.32,96.12,2011/9/26,2011,NA,NA,NA,NA
-73.62765,-4.89905,135,2011,2011,Bahar et al 2017 New Phytologist,JEN-12,Alchornea triplinervia,NA,NA,29.1,2.1215014,0.06705359999999999,93.13,67.63,47.57,104.5,79.35,2011/9/26,2011,NA,NA,NA,NA
-73.62765,-4.89905,135,2011,2011,Bahar et al 2017 New Phytologist,JEN-12,Parahancornia peruviana,NA,NA,29.06,1.1147136,0.009318400000000001,116.48,24.7,17.43,49.4,37.62,2011/9/26,2011,NA,NA,NA,NA
-73.62765,-4.89905,135,2011,2011,Bahar et al 2017 New Phytologist,JEN-12,Micropholis guyanensis subsp. guyanensi,NA,NA,28.91,2.4786144,0.1462104,174.06,67.52,48.28,148.5,114.44,2011/9/26,2011,NA,NA,NA,NA
-73.62951,-4.87819,131,2011,2011,Bahar et al 2017 New Phytologist,JEN-11,Micropholis guyanensis,NA,NA,29.54,3.8971315,0.046634999999999996,155.45,47.45,32.12,106.14,77.79,2011/9/21,2011,NA,NA,NA,NA
-73.62951,-4.87819,131,2011,2011,Bahar et al 2017 New Phytologist,JEN-11,Aptandra liriosmoides,NA,NA,29.5,2.354992,0.10547200000000001,164.8,26.72,18.15,NA,NA,2011/9/21,2011,NA,NA,NA,NA
-73.62951,-4.87819,131,2011,2011,Bahar et al 2017 New Phytologist,JEN-11,Mezilaurus synandra,NA,NA,29.49,2.4333359999999997,0.0665724,229.56,42.93,29.19,NA,NA,2011/9/21,2011,NA,NA,NA,NA
-73.62951,-4.87819,131,2011,2011,Bahar et al 2017 New Phytologist,JEN-11,Eschweilera coriacea,NA,NA,28.82,1.7400369,0.0630717,123.67,38.39,27.65,87.1,67.56,2011/9/21,2011,NA,NA,NA,NA
-73.62951,-4.87819,131,2011,2011,Bahar et al 2017 New Phytologist,JEN-11,Qualea paraensis,NA,NA,28.41,1.7937793999999998,0.19450620000000002,154.37,47.59,35.52,64.58,51.66,2011/9/21,2011,NA,NA,NA,NA
-73.62951,-4.87819,131,2011,2011,Bahar et al 2017 New Phytologist,JEN-11,Mouriri nigra,NA,NA,28.74,2.568456,0.03846479999999999,124.08,31.63,22.93,50.77,39.62,2011/9/22,2011,NA,NA,NA,NA
-73.62951,-4.87819,131,2011,2011,Bahar et al 2017 New Phytologist,JEN-11,Pouteria guianensis,NA,NA,28.95,1.7779831,0.05042769999999999,162.67,33.92,24.16,NA,NA,2011/9/22,2011,NA,NA,NA,NA
-73.62951,-4.87819,131,2011,2011,Bahar et al 2017 New Phytologist,JEN-11,Goupia glabra,NA,NA,28.87,2.0708154999999997,0.0781052,102.77,91.79,65.82,NA,NA,2011/9/22,2011,NA,NA,NA,NA
-73.62951,-4.87819,131,2011,2011,Bahar et al 2017 New Phytologist,JEN-11,Osteophloeum platyspermum,NA,NA,28.53,2.8588716,0.11277600000000002,140.97,54.04,39.92,89.47,70.94,2011/9/22,2011,NA,NA,NA,NA
-73.62951,-4.87819,131,2011,2011,Bahar et al 2017 New Phytologist,JEN-11,Pouteria platyphylla,NA,NA,28.65,1.9808129,0.0552299,149.27,42.89,31.35,52.33,41.12,2011/9/22,2011,NA,NA,NA,NA
-73.62951,-4.87819,131,2011,2011,Bahar et al 2017 New Phytologist,JEN-11,unidentified ,NA,NA,29.24,NA,NA,NA,54.08,37.58,97.9,73.53,2011/9/22,2011,NA,NA,NA,NA
-73.62951,-4.87819,131,2011,2011,Bahar et al 2017 New Phytologist,JEN-11,Myrciaria floribunda,NA,NA,28.38,1.6515486000000001,0.041956200000000006,127.14,13.23,9.9,NA,NA,2011/9/22,2011,NA,NA,NA,NA
-73.62951,-4.87819,131,2011,2011,Bahar et al 2017 New Phytologist,JEN-11,Pourouma bicolor,NA,NA,28.69,2.4217087999999993,0.10096640000000001,148.48,91.87,66.91,136.62,107,2011/9/23,2011,NA,NA,NA,NA
-73.62951,-4.87819,131,2011,2011,Bahar et al 2017 New Phytologist,JEN-11,Licania indet,NA,NA,28.44,2.5732934,0.04841430000000001,146.71,33.76,25.13,47.2,37.67,2011/9/23,2011,NA,NA,NA,NA
-73.62951,-4.87819,131,2011,2011,Bahar et al 2017 New Phytologist,JEN-11,Eschweilera tessmannii,NA,NA,28.52,2.3908059,0.052061100000000006,133.49,31.67,23.4,74.9,59.41,2011/9/23,2011,NA,NA,NA,NA
-73.62951,-4.87819,131,2011,2011,Bahar et al 2017 New Phytologist,JEN-11,Couma macrocarpa,NA,NA,28.98,1.2504162,0.061271200000000005,80.62,44.15,31.37,86.5,66.29,2011/9/23,2011,NA,NA,NA,NA
-73.62951,-4.87819,131,2011,2011,Bahar et al 2017 New Phytologist,JEN-11,Micropholis guyanensis,NA,NA,28.96,2.8786318,0.035642200000000006,209.66,50.95,36.26,86.22,66.18,2011/9/23,2011,NA,NA,NA,NA
-73.62951,-4.87819,131,2011,2011,Bahar et al 2017 New Phytologist,JEN-11,Sloanea brevipes,NA,NA,28.16,1.1869587,0.0819639,101.19,39.76,30.31,69.72,56.77,2011/9/23,2011,NA,NA,NA,NA
120.654,-30.191,449,2013,2013,Bloomfield et al 2018 New Phytologist,GWW,Eucalyptus salubris,Myrtaceae,Eucalyptus,27.58,3.196,0.1315,269.76,91.69,73.2,121.26,110.61,4.4.13,2013,NA,NA,NA,NA
120.654,-30.191,449,2013,2013,Bloomfield et al 2018 New Phytologist,GWW,Eucalyptus salubris,Myrtaceae,Eucalyptus,25.78,3.597,0.1643,284.94,57.82,54,119.84,116.22,4.4.13,2013,NA,NA,NA,NA
120.654,-30.191,449,2013,2013,Bloomfield et al 2018 New Phytologist,GWW,Eucalyptus salubris,Myrtaceae,Eucalyptus,25.81,3.197,0.14759999999999998,217.49,29.84,27.8,88.79,86.03,4.4.13,2013,NA,NA,NA,NA
120.654,-30.191,449,2013,2013,Bloomfield et al 2018 New Phytologist,GWW,Eucalyptus salubris,Myrtaceae,Eucalyptus,31.29,3.093,0.1402,250.7,96.3,56.1,114.18,98.15,4.4.13,2013,NA,NA,NA,NA
120.654,-30.191,449,2013,2013,Bloomfield et al 2018 New Phytologist,GWW,Eucalyptus salubris,Myrtaceae,Eucalyptus,25.73,2.994,0.1451,230.08,19.08,17.9,57.57,55.94,4.4.13,2013,NA,NA,NA,NA
120.654,-30.191,449,2013,2013,Bloomfield et al 2018 New Phytologist,GWW,Eucalyptus salubris,Myrtaceae,Eucalyptus,31.99,2.835,0.1267,227.95,67.09,36.8,86.97,75.05,4.4.13,2013,NA,NA,NA,NA
120.654,-30.191,449,2013,2013,Bloomfield et al 2018 New Phytologist,GWW,Eucalyptus salubris,Myrtaceae,Eucalyptus,26.73,3.362,0.1437,213.42,20.22,17.4,69.23,64.88,4.4.13,2013,NA,NA,NA,NA
120.654,-30.191,449,2013,2013,Bloomfield et al 2018 New Phytologist,GWW,Eucalyptus salubris,Myrtaceae,Eucalyptus,25.8,3,0.1199,222.7,37.02,34.5,106.16,102.88,5.4.13,2013,NA,NA,NA,NA
120.654,-30.191,449,2013,2013,Bloomfield et al 2018 New Phytologist,GWW,Eucalyptus salubris,Myrtaceae,Eucalyptus,28.25,3.378,0.1407,283.16,63.72,48.1,118.79,106.38,5.4.13,2013,NA,NA,NA,NA
120.654,-30.191,449,2013,2013,Bloomfield et al 2018 New Phytologist,GWW,Eucalyptus salubris,Myrtaceae,Eucalyptus,25.81,3.892,0.1682,262.95,38.91,36.2,109.59,106.15,5.4.13,2013,NA,NA,NA,NA
120.654,-30.191,449,2013,2013,Bloomfield et al 2018 New Phytologist,GWW,Eucalyptus salmonophloia,Myrtaceae,Eucalyptus,25.75,2.899,0.09209999999999999,218.48,33.69,31.5,89.55,86.94,9.4.13,2013,NA,NA,NA,NA
120.654,-30.191,449,2013,2013,Bloomfield et al 2018 New Phytologist,GWW,Eucalyptus salmonophloia,Myrtaceae,Eucalyptus,26.08,2.283,0.0829,221.03,22.93,20.9,60.49,58.01,9.4.13,2013,NA,NA,NA,NA
120.654,-30.191,449,2013,2013,Bloomfield et al 2018 New Phytologist,GWW,Eucalyptus salmonophloia,Myrtaceae,Eucalyptus,28.77,3.505,0.1179,223.42,53.68,38.7,84.41,74.64,5.4.13,2013,NA,NA,NA,NA
120.654,-30.191,449,2013,2013,Bloomfield et al 2018 New Phytologist,GWW,Eucalyptus salmonophloia,Myrtaceae,Eucalyptus,33.16,3.733,0.1298,227.57,119.52,59.5,142.86,125.94,5.4.13,2013,NA,NA,NA,NA
120.654,-30.191,449,2013,2013,Bloomfield et al 2018 New Phytologist,GWW,Eucalyptus salmonophloia,Myrtaceae,Eucalyptus,27.01,3.799,0.1742,255.75,63.39,53.2,126.7,117.63,9.4.13,2013,NA,NA,NA,NA
120.654,-30.191,449,2013,2013,Bloomfield et al 2018 New Phytologist,GWW,Eucalyptus salmonophloia,Myrtaceae,Eucalyptus,28.16,3.508,0.1482,239.37,80.1,60.9,134.25,120.48,9.4.13,2013,NA,NA,NA,NA
120.654,-30.191,449,2013,2013,Bloomfield et al 2018 New Phytologist,GWW,Eucalyptus salmonophloia,Myrtaceae,Eucalyptus,25.63,2.821,0.1119,216.71,19.36,18.3,56.01,54.63,5.4.13,2013,NA,NA,NA,NA
120.654,-30.191,449,2013,2013,Bloomfield et al 2018 New Phytologist,GWW,Eucalyptus salmonophloia,Myrtaceae,Eucalyptus,27.64,3.822,0.1098,272.45,25.96,20.6,65.24,59.4,5.4.13,2013,NA,NA,NA,NA
120.654,-30.191,449,2013,2013,Bloomfield et al 2018 New Phytologist,GWW,Eucalyptus salmonophloia,Myrtaceae,Eucalyptus,31.11,3.001,0.09029999999999999,256.44,110.37,65.3,132.81,114.15,9.4.13,2013,NA,NA,NA,NA
120.654,-30.191,449,2013,2013,Bloomfield et al 2018 New Phytologist,GWW,Eucalyptus salmonophloia,Myrtaceae,Eucalyptus,31.33,2.99,0.09540000000000001,227.89,NA,NA,NA,NA,9.4.13,2013,NA,NA,NA,NA
120.654,-30.191,449,2013,2013,Bloomfield et al 2018 New Phytologist,GWW,Eremophila scoparia,Myoporaceae,Eremophila,25.78,4.008,0.214,254.02,51.44,48.1,85.04,82.49,6.4.13,2013,NA,NA,NA,NA
120.654,-30.191,449,2013,2013,Bloomfield et al 2018 New Phytologist,GWW,Eremophila scoparia,Myoporaceae,Eremophila,25.86,4.969,0.26139999999999997,301.71,32.02,29.7,64.78,62.64,6.4.13,2013,NA,NA,NA,NA
120.654,-30.191,449,2013,2013,Bloomfield et al 2018 New Phytologist,GWW,Eremophila scoparia,Myoporaceae,Eremophila,27.22,3.896,0.2756,226.11,67.46,55.6,81.55,75.21,6.4.13,2013,NA,NA,NA,NA
120.654,-30.191,449,2013,2013,Bloomfield et al 2018 New Phytologist,GWW,Eremophila scoparia,Myoporaceae,Eremophila,29.19,3.722,0.489,277.62,87.32,60.8,113.26,99.3,6.4.13,2013,NA,NA,NA,NA
120.654,-30.191,449,2013,2013,Bloomfield et al 2018 New Phytologist,GWW,Eremophila scoparia,Myoporaceae,Eremophila,25.75,3.99,0.2733,274.89,41.13,38.5,114.35,111.02,6.4.13,2013,NA,NA,NA,NA
120.654,-30.191,449,2013,2013,Bloomfield et al 2018 New Phytologist,GWW,Eremophila scoparia,Myoporaceae,Eremophila,25.84,4.206,0.31489999999999996,302.88,28.8,26.7,69.59,67.33,6.4.13,2013,NA,NA,NA,NA
120.654,-30.191,449,2013,2013,Bloomfield et al 2018 New Phytologist,GWW,Eremophila scoparia,Myoporaceae,Eremophila,30.73,5.159,0.2823,309.26,71.92,43.9,83.35,71.71,6.4.13,2013,NA,NA,NA,NA
120.654,-30.191,449,2013,2013,Bloomfield et al 2018 New Phytologist,GWW,Eremophila scoparia,Myoporaceae,Eremophila,32.18,4.794,0.3364,287.84,86.75,46.9,98.87,85.51,6.4.13,2013,NA,NA,NA,NA
120.654,-30.191,449,2013,2013,Bloomfield et al 2018 New Phytologist,GWW,Eremophila scoparia,Myoporaceae,Eremophila,25.85,4.81,0.3054,275.36,51.14,47.5,104.86,101.43,8.4.13,2013,NA,NA,NA,NA
120.654,-30.191,449,2013,2013,Bloomfield et al 2018 New Phytologist,GWW,Eremophila scoparia,Myoporaceae,Eremophila,25.82,3.749,0.271,253.42,73.11,68,143.86,139.32,8.4.13,2013,NA,NA,NA,NA
120.654,-30.191,449,2013,2013,Bloomfield et al 2018 New Phytologist,GWW,Atriplex nummularia,Chenopodiaceae,Atriplex,28.36,2.699,0.0832,152.71,154.49,115.4,55.23,49.32,8.4.13,2013,NA,NA,NA,NA
120.654,-30.191,449,2013,2013,Bloomfield et al 2018 New Phytologist,GWW,Atriplex nummularia,Chenopodiaceae,Atriplex,28.64,2.99,0.0912,152.71,210.05,153.2,68.19,60.48,8.4.13,2013,NA,NA,NA,NA
120.654,-30.191,449,2013,2013,Bloomfield et al 2018 New Phytologist,GWW,Atriplex nummularia,Chenopodiaceae,Atriplex,29.61,4.081,0.0871,142.54,185.06,124.2,83.28,72.49,8.4.13,2013,NA,NA,NA,NA
120.654,-30.191,449,2013,2013,Bloomfield et al 2018 New Phytologist,GWW,Atriplex nummularia,Chenopodiaceae,Atriplex,30.4,3.783,0.0813,142.54,149.04,93.6,45.87,39.55,8.4.13,2013,NA,NA,NA,NA
120.654,-30.191,449,2013,2013,Bloomfield et al 2018 New Phytologist,GWW,Atriplex nummularia,Chenopodiaceae,Atriplex,25.65,2.698,0.09,117.61,55.9,52.8,50.34,49.06,8.4.13,2013,NA,NA,NA,NA
120.654,-30.191,449,2013,2013,Bloomfield et al 2018 New Phytologist,GWW,Atriplex nummularia,Chenopodiaceae,Atriplex,26.06,2.443,0.0696,117.61,42.23,38.5,40.5,38.88,8.4.13,2013,NA,NA,NA,NA
120.654,-30.191,449,2013,2013,Bloomfield et al 2018 New Phytologist,GWW,Atriplex nummularia,Chenopodiaceae,Atriplex,33.37,3.369,0.11040000000000001,122.96,367.56,179.9,70.93,62.89,8.4.13,2013,NA,NA,NA,NA
120.654,-30.191,449,2013,2013,Bloomfield et al 2018 New Phytologist,GWW,Atriplex nummularia,Chenopodiaceae,Atriplex,32.21,3.628,0.1016,122.96,131.73,71,64.94,56.18,8.4.13,2013,NA,NA,NA,NA
120.654,-30.191,449,2013,2013,Bloomfield et al 2018 New Phytologist,GWW,Atriplex nummularia,Chenopodiaceae,Atriplex,31.91,4.142,0.1259,132.01,89.79,49.6,47.09,40.61,8.4.13,2013,NA,NA,NA,NA
120.654,-30.191,449,2013,2013,Bloomfield et al 2018 New Phytologist,GWW,Atriplex nummularia,Chenopodiaceae,Atriplex,31.67,2.802,0.0895,132.01,129.57,73.1,53.52,46.07,8.4.13,2013,NA,NA,NA,NA
120.654,-30.191,449,2013,2013,Bloomfield et al 2018 New Phytologist,GWW,Maireana sedifolia,Chenopodiaceae,Maireana,32.82,4.59,0.053200000000000004,108.7,166.97,85.6,138.17,120.8,9.4.13,2013,NA,NA,NA,NA
120.654,-30.191,449,2013,2013,Bloomfield et al 2018 New Phytologist,GWW,Maireana sedifolia,Chenopodiaceae,Maireana,34.82,5.296,0.09390000000000001,113.38,116,50.3,136.2,128.35,9.4.13,2013,NA,NA,NA,NA
120.654,-30.191,449,2013,2013,Bloomfield et al 2018 New Phytologist,GWW,Maireana sedifolia,Chenopodiaceae,Maireana,34.42,4.316,0.0582,113.15,100.03,44.9,67.44,62.28,9.4.13,2013,NA,NA,NA,NA
120.654,-30.191,449,2013,2013,Bloomfield et al 2018 New Phytologist,GWW,Maireana sedifolia,Chenopodiaceae,Maireana,37,4.521,0.09459999999999999,113.15,87.72,31.9,78.21,86.6,9.4.13,2013,NA,NA,NA,NA
120.654,-30.191,449,2013,2013,Bloomfield et al 2018 New Phytologist,GWW,Maireana sedifolia,Chenopodiaceae,Maireana,27.17,5.671,0.08120000000000001,129.01,68.69,56.9,138.81,128.24,14.4.13,2013,NA,NA,NA,NA
120.654,-30.191,449,2013,2013,Bloomfield et al 2018 New Phytologist,GWW,Maireana sedifolia,Chenopodiaceae,Maireana,27.61,5.959,0.0741,162.28,72.8,58,171.99,156.77,14.4.13,2013,NA,NA,NA,NA
120.654,-30.191,449,2013,2013,Bloomfield et al 2018 New Phytologist,GWW,Maireana sedifolia,Chenopodiaceae,Maireana,27.61,6.05,0.13019999999999998,137.5,74.65,59.5,138.29,126.04,14.4.13,2013,NA,NA,NA,NA
120.654,-30.191,449,2013,2013,Bloomfield et al 2018 New Phytologist,GWW,Maireana sedifolia,Chenopodiaceae,Maireana,28.32,5.359,0.0841,137.5,79.33,59.5,134.62,120.34,14.4.13,2013,NA,NA,NA,NA
120.654,-30.191,449,2013,2013,Bloomfield et al 2018 New Phytologist,GWW,Maireana sedifolia,Chenopodiaceae,Maireana,29.92,5.019,0.055200000000000006,127.34,39.53,25.9,65.37,56.65,14.4.13,2013,NA,NA,NA,NA
120.654,-30.191,449,2013,2013,Bloomfield et al 2018 New Phytologist,GWW,Maireana sedifolia,Chenopodiaceae,Maireana,30.01,6.056,0.0906,127.34,96.81,62.8,150.6,130.37,14.4.13,2013,NA,NA,NA,NA
120.654,-30.191,449,2013,2013,Bloomfield et al 2018 New Phytologist,GWW,Eucalyptus clelandii,Myrtaceae,Eucalyptus,29.56,4.525,0.14730000000000001,274.12,66.64,44.9,115.11,100.28,10.4.13,2013,NA,NA,NA,NA
120.654,-30.191,449,2013,2013,Bloomfield et al 2018 New Phytologist,GWW,Eucalyptus clelandii,Myrtaceae,Eucalyptus,28.66,3.269,0.1036,241.09,103.81,75.6,121.25,107.48,10.4.13,2013,NA,NA,NA,NA
120.654,-30.191,449,2013,2013,Bloomfield et al 2018 New Phytologist,GWW,Eucalyptus clelandii,Myrtaceae,Eucalyptus,30.4,4.069,0.15769999999999998,295.28,100.69,63.2,136.52,117.72,10.4.13,2013,NA,NA,NA,NA
120.654,-30.191,449,2013,2013,Bloomfield et al 2018 New Phytologist,GWW,Eucalyptus clelandii,Myrtaceae,Eucalyptus,31.61,3.939,0.1484,305.45,143.66,81.5,139.05,119.65,10.4.13,2013,NA,NA,NA,NA
120.654,-30.191,449,2013,2013,Bloomfield et al 2018 New Phytologist,GWW,Eucalyptus clelandii,Myrtaceae,Eucalyptus,34.4,4.241,0.12440000000000001,318.07,134.73,60.6,153.36,141.43,10.4.13,2013,NA,NA,NA,NA
120.654,-30.191,449,2013,2013,Bloomfield et al 2018 New Phytologist,GWW,Eucalyptus clelandii,Myrtaceae,Eucalyptus,25.78,3.95,0.1497,318.63,84.53,78.9,168.59,163.49,11.4.13,2013,NA,NA,NA,NA
120.654,-30.191,449,2013,2013,Bloomfield et al 2018 New Phytologist,GWW,Eucalyptus clelandii,Myrtaceae,Eucalyptus,27.18,4.536,0.1688,316.41,37.18,30.7,113.73,105.01,10.4.13,2013,NA,NA,NA,NA
120.654,-30.191,449,2013,2013,Bloomfield et al 2018 New Phytologist,GWW,Eucalyptus clelandii,Myrtaceae,Eucalyptus,28.82,3.468,0.1158,367.72,35.03,25.2,98.48,87,10.4.13,2013,NA,NA,NA,NA
120.654,-30.191,449,2013,2013,Bloomfield et al 2018 New Phytologist,GWW,Eucalyptus clelandii,Myrtaceae,Eucalyptus,28,4.715,0.1635,295.9,109.46,84.3,146.62,132.16,11.4.13,2013,NA,NA,NA,NA
120.654,-30.191,449,2013,2013,Bloomfield et al 2018 New Phytologist,GWW,Eucalyptus clelandii,Myrtaceae,Eucalyptus,25.78,4.381,0.1409,324.29,65.6,61.2,186.49,180.84,11.4.13,2013,NA,NA,NA,NA
120.654,-30.191,449,2013,2013,Bloomfield et al 2018 New Phytologist,GWW,Eucalyptus transcontinentalis,Myrtaceae,Eucalyptus,28.19,4.8,0.1544,304.31,109.96,83.3,181.19,162.49,13.4.13,2013,NA,NA,NA,NA
120.654,-30.191,449,2013,2013,Bloomfield et al 2018 New Phytologist,GWW,Eucalyptus transcontinentalis,Myrtaceae,Eucalyptus,27.94,4.859,0.1509,309.96,88.82,68.8,167.41,151.16,13.4.13,2013,NA,NA,NA,NA
120.654,-30.191,449,2013,2013,Bloomfield et al 2018 New Phytologist,GWW,Eucalyptus transcontinentalis,Myrtaceae,Eucalyptus,33.2,3.68,0.1271,267.84,143.56,71.3,147.41,130.09,12.4.13,2013,NA,NA,NA,NA
120.654,-30.191,449,2013,2013,Bloomfield et al 2018 New Phytologist,GWW,Eucalyptus transcontinentalis,Myrtaceae,Eucalyptus,29.17,4.144,0.1336,300.2,50.35,35.1,75.9,66.57,13.4.13,2013,NA,NA,NA,NA
120.654,-30.191,449,2013,2013,Bloomfield et al 2018 New Phytologist,GWW,Eucalyptus transcontinentalis,Myrtaceae,Eucalyptus,33.61,3.795,0.1138,291.05,86.9,41.7,139.63,124.76,12.4.13,2013,NA,NA,NA,NA
120.654,-30.191,449,2013,2013,Bloomfield et al 2018 New Phytologist,GWW,Eucalyptus transcontinentalis,Myrtaceae,Eucalyptus,28.09,4.241,0.1429,285.66,62.35,47.7,115.07,103.46,13.4.13,2013,NA,NA,NA,NA
120.654,-30.191,449,2013,2013,Bloomfield et al 2018 New Phytologist,GWW,Eucalyptus transcontinentalis,Myrtaceae,Eucalyptus,28.96,4.781,0.1529,313.61,52.83,37.5,107.39,94.58,13.4.13,2013,NA,NA,NA,NA
120.654,-30.191,449,2013,2013,Bloomfield et al 2018 New Phytologist,GWW,Eucalyptus transcontinentalis,Myrtaceae,Eucalyptus,29.17,4.517,0.1502,265.76,45.22,31.5,61.85,54.25,13.4.13,2013,NA,NA,NA,NA
120.654,-30.191,449,2013,2013,Bloomfield et al 2018 New Phytologist,GWW,Eucalyptus transcontinentalis,Myrtaceae,Eucalyptus,32.33,2.821,0.17959999999999998,254.36,117.05,62.4,124.69,108.07,12.4.13,2013,NA,NA,NA,NA
120.654,-30.191,449,2013,2013,Bloomfield et al 2018 New Phytologist,GWW,Eucalyptus transcontinentalis,Myrtaceae,Eucalyptus,32.43,3.353,0.1985,229.54,104.7,55.4,168.04,145.85,12.4.13,2013,NA,NA,NA,NA
120.654,-30.191,449,2013,2013,Bloomfield et al 2018 New Phytologist,GWW,Acacia hemiteles,Mimosaceae,Acacia,29.05,4.085,0.0987,156.09,91.29,64.3,123.56,108.63,13.4.13,2013,NA,NA,NA,NA
120.654,-30.191,449,2013,2013,Bloomfield et al 2018 New Phytologist,GWW,Acacia hemiteles,Mimosaceae,Acacia,29.12,3.816,0.1404,128.51,68.48,47.9,133.73,117.4,13.4.13,2013,NA,NA,NA,NA
120.654,-30.191,449,2013,2013,Bloomfield et al 2018 New Phytologist,GWW,Acacia hemiteles,Mimosaceae,Acacia,28.3,3.506,0.1325,120.64,32.02,24,86.15,77.04,13.4.13,2013,NA,NA,NA,NA
120.654,-30.191,449,2013,2013,Bloomfield et al 2018 New Phytologist,GWW,Acacia hemiteles,Mimosaceae,Acacia,28.82,4.129,0.107,138.81,48.3,34.7,122.72,108.41,13.4.13,2013,NA,NA,NA,NA
120.654,-30.191,449,2013,2013,Bloomfield et al 2018 New Phytologist,GWW,Acacia hemiteles,Mimosaceae,Acacia,28.81,3.746,0.1007,129.38,93.68,67.4,155.92,137.77,13.4.13,2013,NA,NA,NA,NA
120.654,-30.191,449,2013,2013,Bloomfield et al 2018 New Phytologist,GWW,Acacia hemiteles,Mimosaceae,Acacia,29.13,4.434,0.1128,189.75,55.62,38.9,120.16,105.46,13.4.13,2013,NA,NA,NA,NA
120.654,-30.191,449,2013,2013,Bloomfield et al 2018 New Phytologist,GWW,Acacia hemiteles,Mimosaceae,Acacia,29.86,3.217,0.1157,133.58,85.4,56.1,157.95,136.97,13.4.13,2013,NA,NA,NA,NA
120.654,-30.191,449,2013,2013,Bloomfield et al 2018 New Phytologist,GWW,Acacia hemiteles,Mimosaceae,Acacia,29.8,4.427,0.1144,135.27,129.27,85.4,187.01,162.33,13.4.13,2013,NA,NA,NA,NA
120.654,-30.191,449,2013,2013,Bloomfield et al 2018 New Phytologist,GWW,Acacia aneura,Mimosaceae,Acacia,26.99,4.715,0.1369,252.04,76.1,64,121.02,112.44,14.4.13,2013,NA,NA,NA,NA
